"key"	"dataValue"	"taxonId"	"origTaxonId"	"preferredQualifiedTaxonName"	"preferredTaxon"	"preferredTaxonQualifier"	"origTaxon"	"origQualifier"	"notes"	"referenceSummary"	"reference entity id"
"Myosotis stolonifera (DC.) J.Gay ex Leresche & Levier"	"scarce"	"2cd4p9h.vy6"	"2cd4p9h.vy6"	"Myosotis stolonifera (DC.) J.Gay ex Leresche & Levier"	"Myosotis stolonifera"		"Myosotis stolonifera"				
"Nymphoides peltata Kuntze"	"scarce"	"2cd4p9h.vp2"	"2cd4p9h.vp2"	"Nymphoides peltata Kuntze"	"Nymphoides peltata"		"Nymphoides peltata"				
"Odontites vernus subsp. litoralis (Fr.) Nyman"	"scarce"	"2cd4p9h.vp5"	"2cd4p9h.vp5"	"Odontites vernus subsp. litoralis (Fr.) Nyman"	"Odontites vernus subsp. litoralis"		"Odontites vernus subsp. litoralis"				
"Ononis reclinata L."	"rare"	"2cd4p9h.vp8"	"2cd4p9h.vp8"	"Ononis reclinata L."	"Ononis reclinata"		"Ononis reclinata"				
"Ophrys sphegodes Mill."	"scarce"	"2cd4p9h.vpe"	"2cd4p9h.vpe"	"Ophrys sphegodes Mill."	"Ophrys sphegodes"		"Ophrys sphegodes"				
"Rhynchospora fusca (L.) W.T.Aiton"	"scarce"	"2cd4p9h.vtm"	"2cd4p9h.vtm"	"Rhynchospora fusca (L.) W.T.Aiton"	"Rhynchospora fusca"		"Rhynchospora fusca"				
"Ribes spicatum E.Robson"	"scarce"	"2cd4p9h.vtp"	"2cd4p9h.vtp"	"Ribes spicatum E.Robson"	"Ribes spicatum"		"Ribes spicatum"				
"Rumex aquaticus L."	"rare"	"2cd4p9h.vzx"	"2cd4p9h.vzx"	"Rumex aquaticus L."	"Rumex aquaticus"		"Rumex aquaticus"				
"Salix lapponum L."	"scarce"	"2cd4p9h.w0b"	"2cd4p9h.w0b"	"Salix lapponum L."	"Salix lapponum"		"Salix lapponum"				
"Saxifraga hirculus L."	"rare"	"2cd4p9h.w14"	"2cd4p9h.w14"	"Saxifraga hirculus L."	"Saxifraga hirculus"		"Saxifraga hirculus"				
"Tephroseris integrifolia (L.) Holub subsp. integrifolia"	"scarce"	"2cd4p9h.w1p"	"2cd4p9h.w1p"	"Tephroseris integrifolia (L.) Holub subsp. integrifolia"	"Tephroseris integrifolia subsp. integrifolia"		"Tephroseris integrifolia subsp. integrifolia"				
"Stratiotes aloides L."	"scarce"	"2cd4p9h.w32"	"2cd4p9h.w32"	"Stratiotes aloides L."	"Stratiotes aloides"		"Stratiotes aloides"				
"Suaeda vera Forssk. ex J.F.Gmel."	"scarce"	"2cd4p9h.w38"	"2cd4p9h.w38"	"Suaeda vera Forssk. ex J.F.Gmel."	"Suaeda vera"		"Suaeda vera"				
"Trifolium squamosum L."	"scarce"	"2cd4p9h.w4g"	"2cd4p9h.w4g"	"Trifolium squamosum L."	"Trifolium squamosum"		"Trifolium squamosum"				
"Utricularia vulgaris L. s.s."	"scarce"	"2cd4p9h.w4s"	"2cd4p9h.w4s"	"Utricularia vulgaris L. s.s."	"Utricularia vulgaris"	"s.s."	"Utricularia vulgaris"	"s.s."			
"Valerianella eriocarpa Desv."	"rare"	"2cd4p9h.w53"	"2cd4p9h.w53"	"Valerianella eriocarpa Desv."	"Valerianella eriocarpa"		"Valerianella eriocarpa"				
"Valerianella rimosa Bastard"	"scarce"	"2cd4p9h.w56"	"2cd4p9h.w56"	"Valerianella rimosa Bastard"	"Valerianella rimosa"		"Valerianella rimosa"				
"Viola lactea Sm."	"scarce"	"2cd4p9h.w5f"	"2cd4p9h.w5f"	"Viola lactea Sm."	"Viola lactea"		"Viola lactea"				
"Callitriche palustris L."	"rare"	"2cd4p9h.w74"	"2cd4p9h.w74"	"Callitriche palustris L."	"Callitriche palustris"		"Callitriche palustris"				
"Limonium britannicum subsp. coombense Ingr."	"rare"	"2cd4p9h.wad"	"2cd4p9h.wad"	"Limonium britannicum subsp. coombense Ingr."	"Limonium britannicum subsp. coombense"		"Limonium britannicum subsp. coombense"				
"Limonium loganicum Ingr."	"rare"	"2cd4p9h.wag"	"2cd4p9h.wag"	"Limonium loganicum Ingr."	"Limonium loganicum"		"Limonium loganicum"				
"Utricularia ochroleuca R.W.Hartm."	"rare"	"2cd4p9h.wz5"	"2cd4p9h.wz5"	"Utricularia ochroleuca R.W.Hartm."	"Utricularia ochroleuca"		"Utricularia ochroleuca"				
"Pulmonaria obscura Dumort."	"rare"	"2cd4p9h.k73"	"2cd4p9h.k73"	"Pulmonaria obscura Dumort."	"Pulmonaria obscura"		"Pulmonaria obscura"				
"Allium ampeloprasum L."	"scarce"	"2cd4p9h.kxp"	"2cd4p9h.kxp"	"Allium ampeloprasum L."	"Allium ampeloprasum"		"Allium ampeloprasum"				
"Festuca longifolia Thuill."	"scarce"	"2cd4p9h.kp9"	"2cd4p9h.kp9"	"Festuca longifolia Thuill."	"Festuca longifolia"		"Festuca longifolia"				
"Cotoneaster cambricus J.Fryer & B.Hylmö"	"rare"	"2cd4p9h.krd"	"2cd4p9h.krd"	"Cotoneaster cambricus J.Fryer & B.Hylmö"	"Cotoneaster cambricus"		"Cotoneaster cambricus"				
"Potentilla rupestris L."	"rare"	"2cd4p9h.kt5"	"2cd4p9h.kt5"	"Potentilla rupestris L."	"Potentilla rupestris"		"Potentilla rupestris"				
"Limonium binervosum (G.E.Sm.) C.E.Salmon s.s."	"scarce"	"2cd4p9h.x4k"	"2cd4p9h.x4k"	"Limonium binervosum (G.E.Sm.) C.E.Salmon s.s."	"Limonium binervosum"	"s.s."	"Limonium binervosum"	"s.s."			
"Adiantum capillus-veneris L."	"scarce"	"2cd4p9h.x63"	"2cd4p9h.x63"	"Adiantum capillus-veneris L."	"Adiantum capillus-veneris"		"Adiantum capillus-veneris"				
"Thelypteris palustris Schott"	"scarce"	"2cd4p9h.x78"	"2cd4p9h.x78"	"Thelypteris palustris Schott"	"Thelypteris palustris"		"Thelypteris palustris"				
"Woodsia alpina (Bolton) Gray"	"rare"	"2cd4p9h.x7h"	"2cd4p9h.x7h"	"Woodsia alpina (Bolton) Gray"	"Woodsia alpina"		"Woodsia alpina"				
"Alopecurus bulbosus Gouan"	"scarce"	"2cd4p9h.x9c"	"2cd4p9h.x9c"	"Alopecurus bulbosus Gouan"	"Alopecurus bulbosus"		"Alopecurus bulbosus"				
"Pulsatilla vulgaris Mill."	"scarce"	"2cd4p9h.xah"	"2cd4p9h.xah"	"Pulsatilla vulgaris Mill."	"Pulsatilla vulgaris"		"Pulsatilla vulgaris"				
"Anthyllis vulneraria subsp. lapponica (Hyl.) Jalas"	"scarce"	"2cd4p9h.xat"	"2cd4p9h.xat"	"Anthyllis vulneraria subsp. lapponica (Hyl.) Jalas"	"Anthyllis vulneraria subsp. lapponica"		"Anthyllis vulneraria subsp. lapponica"				
"Arabis scabra All."	"rare"	"2cd4p9h.xb7"	"2cd4p9h.xb7"	"Arabis scabra All."	"Arabis scabra"		"Arabis scabra"				
"Carex punctata Gaudin"	"scarce"	"2cd4p9h.xem"	"2cd4p9h.xem"	"Carex punctata Gaudin"	"Carex punctata"		"Carex punctata"				
"Carex rariflora (Wahlenb.) Sm."	"rare"	"2cd4p9h.xep"	"2cd4p9h.xep"	"Carex rariflora (Wahlenb.) Sm."	"Carex rariflora"		"Carex rariflora"				
"Carex saxatilis L."	"scarce"	"2cd4p9h.xf0"	"2cd4p9h.xf0"	"Carex saxatilis L."	"Carex saxatilis"		"Carex saxatilis"				
"Cerastium nigrescens (H.C.Watson) Edmondston ex H.C.Watson"	"scarce"	"2cd4p9h.xg2"	"2cd4p9h.xg2"	"Cerastium nigrescens (H.C.Watson) Edmondston ex H.C.Watson"	"Cerastium nigrescens"		"Cerastium nigrescens"				
"Cyperus fuscus L."	"rare"	"2cd4p9h.xgq"	"2cd4p9h.xgq"	"Cyperus fuscus L."	"Cyperus fuscus"		"Cyperus fuscus"				
"Cypripedium calceolus L."	"rare"	"2cd4p9h.xh1"	"2cd4p9h.xh1"	"Cypripedium calceolus L."	"Cypripedium calceolus"		"Cypripedium calceolus"				
"Dactylorhiza incarnata subsp. ochroleuca (Wüstnei ex Boll) P.F.Hunt & Summerh."	"rare"	"2cd4p9h.xha"	"2cd4p9h.xha"	"Dactylorhiza incarnata subsp. ochroleuca (Wüstnei ex Boll) P.F.Hunt & Summerh."	"Dactylorhiza incarnata subsp. ochroleuca"		"Dactylorhiza incarnata subsp. ochroleuca"				
"Cardamine bulbifera (L.) Crantz"	"scarce"	"2cd4p9h.xhw"	"2cd4p9h.xhw"	"Cardamine bulbifera (L.) Crantz"	"Cardamine bulbifera"		"Cardamine bulbifera"				
"Draba norvegica Gunnerus"	"scarce"	"2cd4p9h.xv0"	"2cd4p9h.xv0"	"Draba norvegica Gunnerus"	"Draba norvegica"		"Draba norvegica"				
"Erica vagans L."	"rare"	"2cd4p9h.xvy"	"2cd4p9h.xvy"	"Erica vagans L."	"Erica vagans"		"Erica vagans"				
"Erodium lebelii Jord."	"scarce"	"2cd4p9h.xvz"	"2cd4p9h.xvz"	"Erodium lebelii Jord."	"Erodium lebelii"		"Erodium lebelii"				
"Euphrasia pseudokerneri Pugsley"	"scarce"	"2cd4p9h.xwq"	"2cd4p9h.xwq"	"Euphrasia pseudokerneri Pugsley"	"Euphrasia pseudokerneri"		"Euphrasia pseudokerneri"				
"Festuca arenaria Osbeck"	"scarce"	"2cd4p9h.xk4"	"2cd4p9h.xk4"	"Festuca arenaria Osbeck"	"Festuca arenaria"		"Festuca arenaria"				
"Fumaria parviflora Lam."	"scarce"	"2cd4p9h.xxc"	"2cd4p9h.xxc"	"Fumaria parviflora Lam."	"Fumaria parviflora"		"Fumaria parviflora"				
"Gastridium ventricosum (Gouan) Schinz & Thell."	"scarce"	"2cd4p9h.xxv"	"2cd4p9h.xxv"	"Gastridium ventricosum (Gouan) Schinz & Thell."	"Gastridium ventricosum"		"Gastridium ventricosum"				
"Genista tinctoria subsp. littoralis (Corb.) Rothm."	"scarce"	"2cd4p9h.xxx"	"2cd4p9h.xxx"	"Genista tinctoria subsp. littoralis (Corb.) Rothm."	"Genista tinctoria subsp. littoralis"		"Genista tinctoria subsp. littoralis"				
"Helianthemum oelandicum subsp. incanum (Willk.) G.López"	"rare"	"2cd4p9h.xm8"	"2cd4p9h.xm8"	"Helianthemum oelandicum subsp. incanum (Willk.) G.López"	"Helianthemum oelandicum subsp. incanum"		"Helianthemum oelandicum subsp. incanum"				
"Herniaria ciliolata Melderis"	"rare"	"2cd4p9h.xme"	"2cd4p9h.xme"	"Herniaria ciliolata Melderis"	"Herniaria ciliolata"		"Herniaria ciliolata"				
"Hierochloe odorata (L.) P.Beauv."	"scarce"	"2cd4p9h.xmk"	"2cd4p9h.xmk"	"Hierochloe odorata (L.) P.Beauv."	"Hierochloe odorata"		"Hierochloe odorata"				
"Iberis amara L."	"scarce"	"2cd4p9h.xnd"	"2cd4p9h.xnd"	"Iberis amara L."	"Iberis amara"		"Iberis amara"				
"Illecebrum verticillatum L."	"scarce"	"2cd4p9h.xnw"	"2cd4p9h.xnw"	"Illecebrum verticillatum L."	"Illecebrum verticillatum"		"Illecebrum verticillatum"				
"Juncus castaneus Sm."	"scarce"	"2cd4p9h.xy0"	"2cd4p9h.xy0"	"Juncus castaneus Sm."	"Juncus castaneus"		"Juncus castaneus"				
"Juniperus communis subsp. hemisphaerica (C.Presl) Nyman"	"rare"	"2cd4p9h.xyc"	"2cd4p9h.xyc"	"Juniperus communis subsp. hemisphaerica (C.Presl) Nyman"	"Juniperus communis subsp. hemisphaerica"		"Juniperus communis subsp. hemisphaerica"				
"Matthiola sinuata (L.) W.T.Aiton"	"rare"	"2cd4p9h.xpq"	"2cd4p9h.xpq"	"Matthiola sinuata (L.) W.T.Aiton"	"Matthiola sinuata"		"Matthiola sinuata"				
"Meum athamanticum Jacq."	"scarce"	"2cd4p9h.xqw"	"2cd4p9h.xqw"	"Meum athamanticum Jacq."	"Meum athamanticum"		"Meum athamanticum"				
"Oenanthe fluviatilis (Bab.) Coleman"	"scarce"	"2cd4p9h.xrv"	"2cd4p9h.xrv"	"Oenanthe fluviatilis (Bab.) Coleman"	"Oenanthe fluviatilis"		"Oenanthe fluviatilis"				
"Orobanche rapum-genistae Thuill."	"scarce"	"2cd4p9h.xs2"	"2cd4p9h.xs2"	"Orobanche rapum-genistae Thuill."	"Orobanche rapum-genistae"		"Orobanche rapum-genistae"				
"Orobanche reticulata Wallr."	"rare"	"2cd4p9h.xs5"	"2cd4p9h.xs5"	"Orobanche reticulata Wallr."	"Orobanche reticulata"		"Orobanche reticulata"				
"Oxytropis halleri Bunge ex W.D.J.Koch"	"rare"	"2cd4p9h.xsh"	"2cd4p9h.xsh"	"Oxytropis halleri Bunge ex W.D.J.Koch"	"Oxytropis halleri"		"Oxytropis halleri"				
"Potamogeton acutifolius Link"	"rare"	"2cd4p9h.xtm"	"2cd4p9h.xtm"	"Potamogeton acutifolius Link"	"Potamogeton acutifolius"		"Potamogeton acutifolius"				
"Potamogeton compressus L."	"scarce"	"2cd4p9h.xtp"	"2cd4p9h.xtp"	"Potamogeton compressus L."	"Potamogeton compressus"		"Potamogeton compressus"				
"Sagina nivalis (Lindblom) Fr."	"rare"	"2cd4p9h.m1p"	"2cd4p9h.m1p"	"Sagina nivalis (Lindblom) Fr."	"Sagina nivalis"		"Sagina nivalis"				
"Salicornia fragilis P.W.Ball & Tutin"	"scarce"	"2cd4p9h.m26"	"2cd4p9h.m26"	"Salicornia fragilis P.W.Ball & Tutin"	"Salicornia fragilis"		"Salicornia fragilis"				
"Scilla autumnalis L."	"scarce"	"2cd4p9h.m3e"	"2cd4p9h.m3e"	"Scilla autumnalis L."	"Scilla autumnalis"		"Scilla autumnalis"				
"Sorbus leyana Wilmott"	"rare"	"2cd4p9h.m4p"	"2cd4p9h.m4p"	"Sorbus leyana Wilmott"	"Sorbus leyana"		"Sorbus leyana"				
"Spiranthes romanzoffiana Cham."	"scarce"	"2cd4p9h.m4s"	"2cd4p9h.m4s"	"Spiranthes romanzoffiana Cham."	"Spiranthes romanzoffiana"		"Spiranthes romanzoffiana"				
"Trinia glauca (L.) Dumort."	"rare"	"2cd4p9h.m65"	"2cd4p9h.m65"	"Trinia glauca (L.) Dumort."	"Trinia glauca"		"Trinia glauca"				
"Utricularia australis R.Br."	"scarce"	"2cd4p9h.m6b"	"2cd4p9h.m6b"	"Utricularia australis R.Br."	"Utricularia australis"		"Utricularia australis"				
"Veronica triphyllos L."	"rare"	"2cd4p9h.m77"	"2cd4p9h.m77"	"Veronica triphyllos L."	"Veronica triphyllos"		"Veronica triphyllos"				
"Veronica verna L."	"rare"	"2cd4p9h.m7a"	"2cd4p9h.m7a"	"Veronica verna L."	"Veronica verna"		"Veronica verna"				
"Atriplex longipes Drejer"	"scarce"	"2cd4p9h.m83"	"2cd4p9h.m83"	"Atriplex longipes Drejer"	"Atriplex longipes"		"Atriplex longipes"				
"Gagea bohemica (Zauschn.) Schult. & Schult.f."	"rare"	"2cd4p9h.m86"	"2cd4p9h.m86"	"Gagea bohemica (Zauschn.) Schult. & Schult.f."	"Gagea bohemica"		"Gagea bohemica"				
"Pilosella peleteriana (Mérat) F.W.Schultz & Sch.Bip."	"rare"	"2cd4p9h.mwp"	"2cd4p9h.mwp"	"Pilosella peleteriana (Mérat) F.W.Schultz & Sch.Bip."	"Pilosella peleteriana"		"Pilosella peleteriana"				
"Alchemilla acutiloba Opiz"	"scarce"	"2cd4p9h.nqq"	"2cd4p9h.nqq"	"Alchemilla acutiloba Opiz"	"Alchemilla acutiloba"		"Alchemilla acutiloba"				
"Salix caprea subsp. sphacelata (Sm.) Macreight"	"scarce"	"2cd4p9h.nrg"	"2cd4p9h.nrg"	"Salix caprea subsp. sphacelata (Sm.) Macreight"	"Salix caprea subsp. sphacelata"		"Salix caprea subsp. sphacelata"				
"Trifolium strictum L."	"rare"	"2cd4p9h.ns0"	"2cd4p9h.ns0"	"Trifolium strictum L."	"Trifolium strictum"		"Trifolium strictum"				
"Lactuca saligna L."	"rare"	"2cd4p9h.ns6"	"2cd4p9h.ns6"	"Lactuca saligna L."	"Lactuca saligna"		"Lactuca saligna"				
"Phyllodoce caerulea (L.) Bab."	"rare"	"2cd4p9h.y15"	"2cd4p9h.y15"	"Phyllodoce caerulea (L.) Bab."	"Phyllodoce caerulea"		"Phyllodoce caerulea"				
"Moneses uniflora (L.) A.Gray"	"rare"	"2cd4p9h.y2g"	"2cd4p9h.y2g"	"Moneses uniflora (L.) A.Gray"	"Moneses uniflora"		"Moneses uniflora"				
"Orchis purpurea Huds."	"scarce"	"2cd4p9h.y3v"	"2cd4p9h.y3v"	"Orchis purpurea Huds."	"Orchis purpurea"		"Orchis purpurea"				
"Seseli libanotis (L.) W.D.J.Koch"	"rare"	"2cd4p9h.y4e"	"2cd4p9h.y4e"	"Seseli libanotis (L.) W.D.J.Koch"	"Seseli libanotis"		"Seseli libanotis"				
"Scleranthus perennis subsp. prostratus P.D.Sell"	"rare"	"2cd4p9h.y5m"	"2cd4p9h.y5m"	"Scleranthus perennis subsp. prostratus P.D.Sell"	"Scleranthus perennis subsp. prostratus"		"Scleranthus perennis subsp. prostratus"				
"Lycopodiella inundata (L.) Holub"	"scarce"	"2cd4p9h.y9v"	"2cd4p9h.y9v"	"Lycopodiella inundata (L.) Holub"	"Lycopodiella inundata"		"Lycopodiella inundata"				
"Gymnocarpium robertianum (Hoffm.) Newman"	"scarce"	"2cd4p9h.ya5"	"2cd4p9h.ya5"	"Gymnocarpium robertianum (Hoffm.) Newman"	"Gymnocarpium robertianum"		"Gymnocarpium robertianum"				
"Aethusa cynapium subsp. agrestis (Wallr.) Dostál"	"scarce"	"2cd4p9h.yan"	"2cd4p9h.yan"	"Aethusa cynapium subsp. agrestis (Wallr.) Dostál"	"Aethusa cynapium subsp. agrestis"		"Aethusa cynapium subsp. agrestis"				
"Ajuga chamaepitys (L.) Schreb."	"scarce"	"2cd4p9h.yb4"	"2cd4p9h.yb4"	"Ajuga chamaepitys (L.) Schreb."	"Ajuga chamaepitys"		"Ajuga chamaepitys"				
"Arenaria norvegica subsp. anglica G.Halliday"	"rare"	"2cd4p9h.ycc"	"2cd4p9h.ycc"	"Arenaria norvegica subsp. anglica G.Halliday"	"Arenaria norvegica subsp. anglica"		"Arenaria norvegica subsp. anglica"				
"Arenaria norvegica Gunnerus subsp. norvegica"	"rare"	"2cd4p9h.ycf"	"2cd4p9h.ycf"	"Arenaria norvegica Gunnerus subsp. norvegica"	"Arenaria norvegica subsp. norvegica"		"Arenaria norvegica subsp. norvegica"				
"Buxus sempervirens L."	"rare"	"2cd4p9h.ydt"	"2cd4p9h.ydt"	"Buxus sempervirens L."	"Buxus sempervirens"		"Buxus sempervirens"				
"Campanula rapunculus L."	"rare"	"2cd4p9h.yem"	"2cd4p9h.yem"	"Campanula rapunculus L."	"Campanula rapunculus"		"Campanula rapunculus"				
"Carex atrata L."	"scarce"	"2cd4p9h.yf9"	"2cd4p9h.yf9"	"Carex atrata L."	"Carex atrata"		"Carex atrata"				
"Carex atrofusca Schkuhr"	"rare"	"2cd4p9h.yfc"	"2cd4p9h.yfc"	"Carex atrofusca Schkuhr"	"Carex atrofusca"		"Carex atrofusca"				
"Carex ericetorum Pollich"	"scarce"	"2cd4p9h.yfv"	"2cd4p9h.yfv"	"Carex ericetorum Pollich"	"Carex ericetorum"		"Carex ericetorum"				
"Carex humilis Leyss."	"scarce"	"2cd4p9h.yfy"	"2cd4p9h.yfy"	"Carex humilis Leyss."	"Carex humilis"		"Carex humilis"				
"Carex microglochin Wahlenb."	"rare"	"2cd4p9h.yfr"	"2cd4p9h.yfr"	"Carex microglochin Wahlenb."	"Carex microglochin"		"Carex microglochin"				
"Carex ornithopoda Willd."	"rare"	"2cd4p9h.yfz"	"2cd4p9h.yfz"	"Carex ornithopoda Willd."	"Carex ornithopoda"		"Carex ornithopoda"				
"Carex muricata L. subsp. muricata"	"rare"	"2cd4p9h.yg5"	"2cd4p9h.yg5"	"Carex muricata L. subsp. muricata"	"Carex muricata subsp. muricata"		"Carex muricata subsp. muricata"				
"Carex magellanica Lam."	"scarce"	"2cd4p9h.yg8"	"2cd4p9h.yg8"	"Carex magellanica Lam."	"Carex magellanica"		"Carex magellanica"				
"Crepis mollis (Jacq.) Asch."	"scarce"	"2cd4p9h.yvc"	"2cd4p9h.yvc"	"Crepis mollis (Jacq.) Asch."	"Crepis mollis"		"Crepis mollis"				
"Cuscuta europaea L."	"scarce"	"2cd4p9h.yvy"	"2cd4p9h.yvy"	"Cuscuta europaea L."	"Cuscuta europaea"		"Cuscuta europaea"				
"Dactylorhiza incarnata subsp. cruenta (O.F.Müll.) P.D.Sell"	"rare"	"2cd4p9h.yvz"	"2cd4p9h.yvz"	"Dactylorhiza incarnata subsp. cruenta (O.F.Müll.) P.D.Sell"	"Dactylorhiza incarnata subsp. cruenta"		"Dactylorhiza incarnata subsp. cruenta"				
"Dianthus deltoides L."	"scarce"	"2cd4p9h.yw8"	"2cd4p9h.yw8"	"Dianthus deltoides L."	"Dianthus deltoides"		"Dianthus deltoides"				
"Diapensia lapponica L."	"rare"	"2cd4p9h.ywe"	"2cd4p9h.ywe"	"Diapensia lapponica L."	"Diapensia lapponica"		"Diapensia lapponica"				
"Elatine hydropiper L."	"scarce"	"2cd4p9h.ywq"	"2cd4p9h.ywq"	"Elatine hydropiper L."	"Elatine hydropiper"		"Elatine hydropiper"				
"Epipactis atrorubens (Hoffm.) Besser"	"scarce"	"2cd4p9h.ykd"	"2cd4p9h.ykd"	"Epipactis atrorubens (Hoffm.) Besser"	"Epipactis atrorubens"		"Epipactis atrorubens"				
"Euphrasia cambrica Pugsley"	"rare"	"2cd4p9h.yx3"	"2cd4p9h.yx3"	"Euphrasia cambrica Pugsley"	"Euphrasia cambrica"		"Euphrasia cambrica"				
"Lamiastrum galeobdolon (L.) Ehrend. & Polatschek subsp. galeobdolon"	"rare"	"2cd4p9h.ymk"	"2cd4p9h.ymk"	"Lamiastrum galeobdolon (L.) Ehrend. & Polatschek subsp. galeobdolon"	"Lamiastrum galeobdolon subsp. galeobdolon"		"Lamiastrum galeobdolon subsp. galeobdolon"				
"Juncus balticus Willd."	"scarce"	"2cd4p9h.yp8"	"2cd4p9h.yp8"	"Juncus balticus Willd."	"Juncus balticus"		"Juncus balticus"				
"Linum perenne L."	"rare"	"2cd4p9h.yqs"	"2cd4p9h.yqs"	"Linum perenne L."	"Linum perenne"		"Linum perenne"				
"Poa glauca Vahl"	"scarce"	"2cd4p9h.p0e"	"2cd4p9h.p0e"	"Poa glauca Vahl"	"Poa glauca"		"Poa glauca"				
"Potamogeton coloratus Hornem."	"scarce"	"2cd4p9h.p11"	"2cd4p9h.p11"	"Potamogeton coloratus Hornem."	"Potamogeton coloratus"		"Potamogeton coloratus"				
"Primula elatior (L.) Hill"	"scarce"	"2cd4p9h.p1g"	"2cd4p9h.p1g"	"Primula elatior (L.) Hill"	"Primula elatior"		"Primula elatior"				
"Puccinellia fasciculata (Torr.) E.P.Bicknell"	"scarce"	"2cd4p9h.p23"	"2cd4p9h.p23"	"Puccinellia fasciculata (Torr.) E.P.Bicknell"	"Puccinellia fasciculata"		"Puccinellia fasciculata"				
"Ranunculus ophioglossifolius Vill."	"rare"	"2cd4p9h.p2y"	"2cd4p9h.p2y"	"Ranunculus ophioglossifolius Vill."	"Ranunculus ophioglossifolius"		"Ranunculus ophioglossifolius"				
"Rumex crispus subsp. uliginosus (Le Gall) Akeroyd"	"scarce"	"2cd4p9h.p3q"	"2cd4p9h.p3q"	"Rumex crispus subsp. uliginosus (Le Gall) Akeroyd"	"Rumex crispus subsp. uliginosus"		"Rumex crispus subsp. uliginosus"				
"Sagina saginoides (L.) H.Karst."	"scarce"	"2cd4p9h.p4d"	"2cd4p9h.p4d"	"Sagina saginoides (L.) H.Karst."	"Sagina saginoides"		"Sagina saginoides"				
"Salicornia obscura P.W.Ball & Tutin"	"rare"	"2cd4p9h.p4g"	"2cd4p9h.p4g"	"Salicornia obscura P.W.Ball & Tutin"	"Salicornia obscura"		"Salicornia obscura"				
"Salix lanata L."	"rare"	"2cd4p9h.p4m"	"2cd4p9h.p4m"	"Salix lanata L."	"Salix lanata"		"Salix lanata"				
"Cytisus scoparius subsp. maritimus (Rouy) Heywood"	"scarce"	"2cd4p9h.p4s"	"2cd4p9h.p4s"	"Cytisus scoparius subsp. maritimus (Rouy) Heywood"	"Cytisus scoparius subsp. maritimus"		"Cytisus scoparius subsp. maritimus"				
"Schoenoplectus triqueter (L.) Palla"	"rare"	"2cd4p9h.p5c"	"2cd4p9h.p5c"	"Schoenoplectus triqueter (L.) Palla"	"Schoenoplectus triqueter"		"Schoenoplectus triqueter"				
"Schoenus ferrugineus L."	"rare"	"2cd4p9h.p5f"	"2cd4p9h.p5f"	"Schoenus ferrugineus L."	"Schoenus ferrugineus"		"Schoenus ferrugineus"				
"Sibbaldia procumbens L."	"scarce"	"2cd4p9h.p6b"	"2cd4p9h.p6b"	"Sibbaldia procumbens L."	"Sibbaldia procumbens"		"Sibbaldia procumbens"				
"Sorbus anglica Hedl."	"rare"	"2cd4p9h.p6q"	"2cd4p9h.p6q"	"Sorbus anglica Hedl."	"Sorbus anglica"		"Sorbus anglica"				
"Sorbus domestica L."	"rare"	"2cd4p9h.p6t"	"2cd4p9h.p6t"	"Sorbus domestica L."	"Sorbus domestica"		"Sorbus domestica"				
"Sorbus lancastriensis E.F.Warb."	"rare"	"2cd4p9h.p71"	"2cd4p9h.p71"	"Sorbus lancastriensis E.F.Warb."	"Sorbus lancastriensis"		"Sorbus lancastriensis"				
"Sorbus minima (Ley) Hedl."	"rare"	"2cd4p9h.p74"	"2cd4p9h.p74"	"Sorbus minima (Ley) Hedl."	"Sorbus minima"		"Sorbus minima"				
"Sorbus rupicola (Syme) Hedl."	"scarce"	"2cd4p9h.p77"	"2cd4p9h.p77"	"Sorbus rupicola (Syme) Hedl."	"Sorbus rupicola"		"Sorbus rupicola"				
"Teucrium scordium L."	"rare"	"2cd4p9h.p7s"	"2cd4p9h.p7s"	"Teucrium scordium L."	"Teucrium scordium"		"Teucrium scordium"				
"Viola rupestris F.W.Schmidt"	"rare"	"2cd4p9h.pam"	"2cd4p9h.pam"	"Viola rupestris F.W.Schmidt"	"Viola rupestris"		"Viola rupestris"				
"Artemisia norvegica Fr."	"rare"	"2cd4p9h.pb9"	"2cd4p9h.pb9"	"Artemisia norvegica Fr."	"Artemisia norvegica"		"Artemisia norvegica"				
"Atriplex praecox Hülph."	"scarce"	"2cd4p9h.pbc"	"2cd4p9h.pbc"	"Atriplex praecox Hülph."	"Atriplex praecox"		"Atriplex praecox"				
"Limonium procerum (C.E.Salmon) Ingr. subsp. procerum"	"scarce"	"2cd4p9h.pe3"	"2cd4p9h.pe3"	"Limonium procerum (C.E.Salmon) Ingr. subsp. procerum"	"Limonium procerum subsp. procerum"		"Limonium procerum subsp. procerum"				
"Cochlearia micacea E.S.Marshall"	"rare"	"2cd4p9h.qs9"	"2cd4p9h.qs9"	"Cochlearia micacea E.S.Marshall"	"Cochlearia micacea"		"Cochlearia micacea"				
"Hypericum linariifolium Vahl"	"rare"	"2cd4p9h.qsc"	"2cd4p9h.qsc"	"Hypericum linariifolium Vahl"	"Hypericum linariifolium"		"Hypericum linariifolium"				
"Erigeron borealis (Vierh.) Simmons"	"rare"	"2cd4p9h.qsr"	"2cd4p9h.qsr"	"Erigeron borealis (Vierh.) Simmons"	"Erigeron borealis"		"Erigeron borealis"				
