"key"	"taxonId"	"origTaxonId"	"prefTaxonName"	"dataValue"	"maxDataValue"	"origTaxon"	"origQualifier"	"notes"	"referenceSummary"	"reference entity id"
"Clematis vitalba L."	"2cd4p9h.8hq"	"2cd4p9h.8hq"	"Clematis vitalba L."	5	5	"Clematis vitalba"				
"Colutea arborescens L."	"2cd4p9h.8v4"	"2cd4p9h.8v4"	"Colutea arborescens L."	3	3	"Colutea arborescens"				
"Coriandrum sativum L."	"2cd4p9h.8va"	"2cd4p9h.8va"	"Coriandrum sativum L."	5	5	"Coriandrum sativum"				
"Cornus sericea L."	"2cd4p9h.8vg"	"2cd4p9h.8vg"	"Cornus sericea L."	6	6	"Cornus sericea"				
"Cynoglossum officinale L."	"2cd4p9h.8vm"	"2cd4p9h.8vm"	"Cynoglossum officinale L."	6	6	"Cynoglossum officinale"				
"Cyperus longus L."	"2cd4p9h.8vs"	"2cd4p9h.8vs"	"Cyperus longus L."	5	5	"Cyperus longus"				
"Dactylorhiza majalis (Rchb.) P.F.Hunt & Summerh. s.s."	"2cd4p9h.8w0"	"2cd4p9h.8w0"	"Dactylorhiza majalis (Rchb.) P.F.Hunt & Summerh. s.s."	3	3	"Dactylorhiza majalis"	"s.s."			
"Descurainia sophia (L.) Webb ex Prantl"	"2cd4p9h.8wc"	"2cd4p9h.8wc"	"Descurainia sophia (L.) Webb ex Prantl"	6	6	"Descurainia sophia"				
"Digitaria sanguinalis (L.) Scop."	"2cd4p9h.8wz"	"2cd4p9h.8wz"	"Digitaria sanguinalis (L.) Scop."	5	5	"Digitaria sanguinalis"				
"Diplotaxis tenuifolia (L.) DC."	"2cd4p9h.8k2"	"2cd4p9h.8k2"	"Diplotaxis tenuifolia (L.) DC."	6	6	"Diplotaxis tenuifolia"				
"Doronicum pardalianches L."	"2cd4p9h.8k5"	"2cd4p9h.8k5"	"Doronicum pardalianches L."	5	5	"Doronicum pardalianches"				
"Dryas octopetala L."	"2cd4p9h.8ke"	"2cd4p9h.8ke"	"Dryas octopetala L."	2	2	"Dryas octopetala"				
"Eleocharis multicaulis (Sm.) Desv."	"2cd4p9h.8kh"	"2cd4p9h.8kh"	"Eleocharis multicaulis (Sm.) Desv."	1	1	"Eleocharis multicaulis"				
"Epipactis phyllanthes G.E.Sm."	"2cd4p9h.8kk"	"2cd4p9h.8kk"	"Epipactis phyllanthes G.E.Sm."	4	4	"Epipactis phyllanthes"				
"Erinus alpinus L."	"2cd4p9h.8kt"	"2cd4p9h.8kt"	"Erinus alpinus L."	2	2	"Erinus alpinus"				
"Eriophorum vaginatum L."	"2cd4p9h.8x4"	"2cd4p9h.8x4"	"Eriophorum vaginatum L."	1	1	"Eriophorum vaginatum"				
"Eryngium campestre L."	"2cd4p9h.8x7"	"2cd4p9h.8x7"	"Eryngium campestre L."	3	3	"Eryngium campestre"				
"Euphorbia exigua L."	"2cd4p9h.8xa"	"2cd4p9h.8xa"	"Euphorbia exigua L."	5	5	"Euphorbia exigua"				
"Euphrasia frigida Pugsley"	"2cd4p9h.8xw"	"2cd4p9h.8xw"	"Euphrasia frigida Pugsley"	2	2	"Euphrasia frigida"				
"Euphrasia marshallii Pugsley"	"2cd4p9h.8xm"	"2cd4p9h.8xm"	"Euphrasia marshallii Pugsley"	3	3	"Euphrasia marshallii"				
"Euphrasia nemorosa (Pers.) Wallr."	"2cd4p9h.8xp"	"2cd4p9h.8xp"	"Euphrasia nemorosa (Pers.) Wallr."	4	4	"Euphrasia nemorosa"				
"Euphrasia vigursii Davey"	"2cd4p9h.8xs"	"2cd4p9h.8xs"	"Euphrasia vigursii Davey"	3	3	"Euphrasia vigursii"				
"Euphrasia salisburgensis Funck"	"2cd4p9h.8m0"	"2cd4p9h.8m0"	"Euphrasia salisburgensis Funck"	4	4	"Euphrasia salisburgensis"				
"Festuca vivipara (L.) Sm."	"2cd4p9h.8mc"	"2cd4p9h.8mc"	"Festuca vivipara (L.) Sm."	2	2	"Festuca vivipara"				
"Filago lutescens Jord."	"2cd4p9h.8mf"	"2cd4p9h.8mf"	"Filago lutescens Jord."	2	2	"Filago lutescens"				
"Frankenia laevis L."	"2cd4p9h.8mx"	"2cd4p9h.8mx"	"Frankenia laevis L."	5	5	"Frankenia laevis"				
"Fumaria bastardii Boreau"	"2cd4p9h.8my"	"2cd4p9h.8my"	"Fumaria bastardii Boreau"	6	6	"Fumaria bastardii"				
"Galeopsis tetrahit agg."	"2cd4p9h.8n5"	"2cd4p9h.8n5"	"Galeopsis tetrahit agg."	6	6	"Galeopsis tetrahit"	"agg."			
"Genista anglica L."	"2cd4p9h.8n8"	"2cd4p9h.8n8"	"Genista anglica L."	2	2	"Genista anglica"				
"Geranium robertianum L."	"2cd4p9h.8nb"	"2cd4p9h.8nb"	"Geranium robertianum L."	6	6	"Geranium robertianum"				
"Gladiolus illyricus W.D.J.Koch"	"2cd4p9h.8nn"	"2cd4p9h.8nn"	"Gladiolus illyricus W.D.J.Koch"	3	3	"Gladiolus illyricus"				
"Glyceria fluitans (L.) R.Br. s.s."	"2cd4p9h.8y1"	"2cd4p9h.8y1"	"Glyceria fluitans (L.) R.Br. s.s."	6	6	"Glyceria fluitans"	"s.s."			
"Groenlandia densa (L.) Fourr."	"2cd4p9h.8y7"	"2cd4p9h.8y7"	"Groenlandia densa (L.) Fourr."	5	5	"Groenlandia densa"				
"Atriplex portulacoides L."	"2cd4p9h.8ya"	"2cd4p9h.8ya"	"Atriplex portulacoides L."	6	6	"Atriplex portulacoides"				
"Tuberaria guttata (L.) Fourr."	"2cd4p9h.8yw"	"2cd4p9h.8yw"	"Tuberaria guttata (L.) Fourr."	1	1	"Tuberaria guttata"				
"Heracleum mantegazzianum Sommier & Levier"	"2cd4p9h.8yp"	"2cd4p9h.8yp"	"Heracleum mantegazzianum Sommier & Levier"	8	8	"Heracleum mantegazzianum"				
"Herminium monorchis (L.) R.Br."	"2cd4p9h.8p3"	"2cd4p9h.8p3"	"Herminium monorchis (L.) R.Br."	2	2	"Herminium monorchis"				
"Pilosella officinarum F.W.Schultz & Sch.Bip."	"2cd4p9h.8p6"	"2cd4p9h.8p6"	"Pilosella officinarum F.W.Schultz & Sch.Bip."	2	2	"Pilosella officinarum"				
"Scirpoides holoschoenus (L.) Soják"	"2cd4p9h.8pv"	"2cd4p9h.8pv"	"Scirpoides holoschoenus (L.) Soják"	6	6	"Scirpoides holoschoenus"				
"Hordelymus europaeus (L.) Jess. ex Harz"	"2cd4p9h.8py"	"2cd4p9h.8py"	"Hordelymus europaeus (L.) Jess. ex Harz"	7	7	"Hordelymus europaeus"				
"Hordeum jubatum L."	"2cd4p9h.8pr"	"2cd4p9h.8pr"	"Hordeum jubatum L."	6	6	"Hordeum jubatum"				
"Hypericum androsaemum L."	"2cd4p9h.8pz"	"2cd4p9h.8pz"	"Hypericum androsaemum L."	5	5	"Hypericum androsaemum"				
"Inula conyzae (Griess.) Meikle"	"2cd4p9h.8qb"	"2cd4p9h.8qb"	"Inula conyzae (Griess.) Meikle"	3	3	"Inula conyzae"				
"Iris germanica L."	"2cd4p9h.8qk"	"2cd4p9h.8qk"	"Iris germanica L."	4	4	"Iris germanica"				
"Juncus maritimus Lam."	"2cd4p9h.8qn"	"2cd4p9h.8qn"	"Juncus maritimus Lam."	5	5	"Juncus maritimus"				
"Juncus tenuis Willd."	"2cd4p9h.8qq"	"2cd4p9h.8qq"	"Juncus tenuis Willd."	4	4	"Juncus tenuis"				
"Juncus triglumis L."	"2cd4p9h.8qt"	"2cd4p9h.8qt"	"Juncus triglumis L."	2	2	"Juncus triglumis"				
"Juniperus communis L."	"2cd4p9h.8r1"	"2cd4p9h.8r1"	"Juniperus communis L."	3	3	"Juniperus communis"				
"Kickxia elatine (L.) Dumort."	"2cd4p9h.8r4"	"2cd4p9h.8r4"	"Kickxia elatine (L.) Dumort."	5	5	"Kickxia elatine"				
"Petrorhagia nanteuilii (Burnat) P.W.Ball & Heywood"	"2cd4p9h.8ra"	"2cd4p9h.8ra"	"Petrorhagia nanteuilii (Burnat) P.W.Ball & Heywood"	1	1	"Petrorhagia nanteuilii"				
"Lactuca virosa L."	"2cd4p9h.8rd"	"2cd4p9h.8rd"	"Lactuca virosa L."	7	7	"Lactuca virosa"				
"Lamium album L."	"2cd4p9h.8rg"	"2cd4p9h.8rg"	"Lamium album L."	8	8	"Lamium album"				
"Lamium hybridum Vill."	"2cd4p9h.8rw"	"2cd4p9h.8rw"	"Lamium hybridum Vill."	6	6	"Lamium hybridum"				
"Lathyrus pratensis L."	"2cd4p9h.8rm"	"2cd4p9h.8rm"	"Lathyrus pratensis L."	5	5	"Lathyrus pratensis"				
"Lathyrus sylvestris L."	"2cd4p9h.8rp"	"2cd4p9h.8rp"	"Lathyrus sylvestris L."	2	2	"Lathyrus sylvestris"				
"Ligusticum scoticum L."	"2cd4p9h.8s3"	"2cd4p9h.8s3"	"Ligusticum scoticum L."	5	5	"Ligusticum scoticum"				
"Lilium martagon L."	"2cd4p9h.8s9"	"2cd4p9h.8s9"	"Lilium martagon L."	6	6	"Lilium martagon"				
"Limonium humile Mill."	"2cd4p9h.8sc"	"2cd4p9h.8sc"	"Limonium humile Mill."	5	5	"Limonium humile"				
"Limosella australis R.Br."	"2cd4p9h.8sv"	"2cd4p9h.8sv"	"Limosella australis R.Br."	4	4	"Limosella australis"				
"Linum usitatissimum L."	"2cd4p9h.8sy"	"2cd4p9h.8sy"	"Linum usitatissimum L."	5	5	"Linum usitatissimum"				
"Littorella uniflora (L.) Asch."	"2cd4p9h.8t8"	"2cd4p9h.8t8"	"Littorella uniflora (L.) Asch."	3	3	"Littorella uniflora"				
"Lobelia dortmanna L."	"2cd4p9h.8tb"	"2cd4p9h.8tb"	"Lobelia dortmanna L."	1	1	"Lobelia dortmanna"				
"Lobelia urens L."	"2cd4p9h.8te"	"2cd4p9h.8te"	"Lobelia urens L."	2	2	"Lobelia urens"				
"Lonicera xylosteum L."	"2cd4p9h.8th"	"2cd4p9h.8th"	"Lonicera xylosteum L."	6	6	"Lonicera xylosteum"				
"Lotus angustissimus L."	"2cd4p9h.8tk"	"2cd4p9h.8tk"	"Lotus angustissimus L."	3	3	"Lotus angustissimus"				
"Lotus subbiflorus Lag."	"2cd4p9h.8tn"	"2cd4p9h.8tn"	"Lotus subbiflorus Lag."	5	5	"Lotus subbiflorus"				
"Lotus glaber Mill."	"2cd4p9h.8tq"	"2cd4p9h.7vavn0"	"Lotus glaber Mill."	5	5	"Lotus glaber"				
"Luzula arcuata (Wahlenb.) Sw."	"2cd4p9h.8tt"	"2cd4p9h.8tt"	"Luzula arcuata (Wahlenb.) Sw."	2	2	"Luzula arcuata"				
"Tripleurospermum maritimum s.l."	"2cd4p9h.8zg"	"2cd4p9h.8zg"	"Tripleurospermum maritimum s.l."	6	6	"Tripleurospermum maritimum"	"s.l."			
"Medicago arabica (L.) Huds."	"2cd4p9h.8zw"	"2cd4p9h.8zw"	"Medicago arabica (L.) Huds."	5	5	"Medicago arabica"				
"Melampyrum arvense L."	"2cd4p9h.8zm"	"2cd4p9h.8zm"	"Melampyrum arvense L."	3	3	"Melampyrum arvense"				
"Melilotus officinalis (L.) Pall."	"2cd4p9h.8zp"	"2cd4p9h.8zp"	"Melilotus officinalis (L.) Pall."	5	5	"Melilotus officinalis"				
"Mertensia maritima (L.) Gray"	"2cd4p9h.906"	"2cd4p9h.906"	"Mertensia maritima (L.) Gray"	7	7	"Mertensia maritima"				
"Muscari neglectum Guss. ex Ten."	"2cd4p9h.90x"	"2cd4p9h.90x"	"Muscari neglectum Guss. ex Ten."	5	5	"Muscari neglectum"				
"Myosotis arvensis (L.) Hill"	"2cd4p9h.90y"	"2cd4p9h.90y"	"Myosotis arvensis (L.) Hill"	6	6	"Myosotis arvensis"				
"Narthecium ossifragum (L.) Huds."	"2cd4p9h.90z"	"2cd4p9h.90z"	"Narthecium ossifragum (L.) Huds."	1	1	"Narthecium ossifragum"				
"Neottia nidus-avis (L.) Rich."	"2cd4p9h.91b"	"2cd4p9h.91b"	"Neottia nidus-avis (L.) Rich."	5	5	"Neottia nidus-avis"				
"Ophrys fuciflora (Crantz) Moench"	"2cd4p9h.91k"	"2cd4p9h.91k"	"Ophrys fuciflora (Crantz) Moench"	2	2	"Ophrys fuciflora"				
"Ornithopus perpusillus L."	"2cd4p9h.91t"	"2cd4p9h.91t"	"Ornithopus perpusillus L."	3	3	"Ornithopus perpusillus"				
"Orobanche alba Stephan ex Willd."	"2cd4p9h.921"	"2cd4p9h.921"	"Orobanche alba Stephan ex Willd."	2	2	"Orobanche alba"				
"Orobanche caryophyllacea Sm."	"2cd4p9h.924"	"2cd4p9h.924"	"Orobanche caryophyllacea Sm."	2	2	"Orobanche caryophyllacea"				
"Orobanche elatior Sutton"	"2cd4p9h.927"	"2cd4p9h.927"	"Orobanche elatior Sutton"	3	3	"Orobanche elatior"				
"Oxalis stricta L."	"2cd4p9h.92d"	"2cd4p9h.92d"	"Oxalis stricta L."	5	5	"Oxalis stricta"				
"Parapholis incurva (L.) C.E.Hubb."	"2cd4p9h.92g"	"2cd4p9h.92g"	"Parapholis incurva (L.) C.E.Hubb."	4	4	"Parapholis incurva"				
"Petroselinum crispum (Mill.) Nyman ex A.W.Hill"	"2cd4p9h.92s"	"2cd4p9h.92s"	"Petroselinum crispum (Mill.) Nyman ex A.W.Hill"	5	5	"Petroselinum crispum"				
"Phalaris canariensis L."	"2cd4p9h.933"	"2cd4p9h.933"	"Phalaris canariensis L."	6	6	"Phalaris canariensis"				
"Phleum alpinum L."	"2cd4p9h.936"	"2cd4p9h.936"	"Phleum alpinum L."	4	4	"Phleum alpinum"				
"Platanthera bifolia (L.) Rich."	"2cd4p9h.93f"	"2cd4p9h.93f"	"Platanthera bifolia (L.) Rich."	2	2	"Platanthera bifolia"				
"Poa infirma Kunth"	"2cd4p9h.93v"	"2cd4p9h.93v"	"Poa infirma Kunth"	5	5	"Poa infirma"				
"Poa pratensis s.l."	"2cd4p9h.93x"	"2cd4p9h.93x"	"Poa pratensis s.l."	5	5	"Poa pratensis"	"s.l."			
"Poa humilis Ehrh. ex Hoffm."	"2cd4p9h.93y"	"2cd4p9h.93y"	"Poa humilis Ehrh. ex Hoffm."	4	4	"Poa humilis"				
"Polygala vulgaris L."	"2cd4p9h.93r"	"2cd4p9h.93r"	"Polygala vulgaris L."	3	3	"Polygala vulgaris"				
"Polygonatum odoratum (Mill.) Druce"	"2cd4p9h.942"	"2cd4p9h.942"	"Polygonatum odoratum (Mill.) Druce"	3	3	"Polygonatum odoratum"				
"Populus alba L."	"2cd4p9h.945"	"2cd4p9h.945"	"Populus alba L."	6	6	"Populus alba"				
"Potamogeton epihydrus Raf."	"2cd4p9h.94b"	"2cd4p9h.94b"	"Potamogeton epihydrus Raf."	1	1	"Potamogeton epihydrus"				
"Potentilla reptans L."	"2cd4p9h.94k"	"2cd4p9h.94k"	"Potentilla reptans L."	5	5	"Potentilla reptans"				
"Primula farinosa L."	"2cd4p9h.94n"	"2cd4p9h.94n"	"Primula farinosa L."	2	2	"Primula farinosa"				
"Primula scotica Hook."	"2cd4p9h.94q"	"2cd4p9h.94q"	"Primula scotica Hook."	2	2	"Primula scotica"				
"Primula veris L."	"2cd4p9h.94t"	"2cd4p9h.94t"	"Primula veris L."	3	3	"Primula veris"				
"Pseudotsuga menziesii (Mirb.) Franco"	"2cd4p9h.954"	"2cd4p9h.954"	"Pseudotsuga menziesii (Mirb.) Franco"	4	4	"Pseudotsuga menziesii"				
"Puccinellia rupestris (With.) Fernald & Weath."	"2cd4p9h.95d"	"2cd4p9h.95d"	"Puccinellia rupestris (With.) Fernald & Weath."	5	5	"Puccinellia rupestris"				
"Pyrola media Sw."	"2cd4p9h.95g"	"2cd4p9h.95g"	"Pyrola media Sw."	2	2	"Pyrola media"				
"Ranunculus fluitans Lam."	"2cd4p9h.960"	"2cd4p9h.960"	"Ranunculus fluitans Lam."	6	6	"Ranunculus fluitans"				
"Ranunculus sceleratus L."	"2cd4p9h.963"	"2cd4p9h.963"	"Ranunculus sceleratus L."	8	8	"Ranunculus sceleratus"				
"Rhinanthus minor L."	"2cd4p9h.966"	"2cd4p9h.966"	"Rhinanthus minor L."	4	4	"Rhinanthus minor"				
"Rosa arvensis Huds."	"2cd4p9h.96c"	"2cd4p9h.96c"	"Rosa arvensis Huds."	5	5	"Rosa arvensis"				
"Rosa rugosa Thunb."	"2cd4p9h.96f"	"2cd4p9h.96f"	"Rosa rugosa Thunb."	3	3	"Rosa rugosa"				
"Rosa sherardii Davies"	"2cd4p9h.96v"	"2cd4p9h.96v"	"Rosa sherardii Davies"	4	4	"Rosa sherardii"				
"Rumex crispus L."	"2cd4p9h.96x"	"2cd4p9h.96x"	"Rumex crispus L."	6	6	"Rumex crispus"				
"Salix myrsinifolia Salisb."	"2cd4p9h.978"	"2cd4p9h.978"	"Salix myrsinifolia Salisb."	4	4	"Salix myrsinifolia"				
"Salix pentandra L."	"2cd4p9h.97b"	"2cd4p9h.97b"	"Salix pentandra L."	4	4	"Salix pentandra"				
"Salix reticulata L."	"2cd4p9h.97e"	"2cd4p9h.97e"	"Salix reticulata L."	3	3	"Salix reticulata"				
"Sambucus ebulus L."	"2cd4p9h.97h"	"2cd4p9h.97h"	"Sambucus ebulus L."	7	7	"Sambucus ebulus"				
"Sanguisorba officinalis L."	"2cd4p9h.97n"	"2cd4p9h.97n"	"Sanguisorba officinalis L."	5	5	"Sanguisorba officinalis"				
"Sanicula europaea L."	"2cd4p9h.97t"	"2cd4p9h.97t"	"Sanicula europaea L."	5	5	"Sanicula europaea"				
"Saxifraga rivularis L."	"2cd4p9h.984"	"2cd4p9h.984"	"Saxifraga rivularis L."	2	2	"Saxifraga rivularis"				
"Selinum carvifolia (L.) L."	"2cd4p9h.98w"	"2cd4p9h.98w"	"Selinum carvifolia (L.) L."	4	4	"Selinum carvifolia"				
"Senecio sylvaticus L."	"2cd4p9h.98s"	"2cd4p9h.98s"	"Senecio sylvaticus L."	6	6	"Senecio sylvaticus"				
"Senecio viscosus L."	"2cd4p9h.990"	"2cd4p9h.990"	"Senecio viscosus L."	6	6	"Senecio viscosus"				
"Silene otites (L.) Wibel"	"2cd4p9h.99c"	"2cd4p9h.99c"	"Silene otites (L.) Wibel"	2	2	"Silene otites"				
"Sinapis arvensis L."	"2cd4p9h.99f"	"2cd4p9h.99f"	"Sinapis arvensis L."	7	7	"Sinapis arvensis"				
"Sisymbrium altissimum L."	"2cd4p9h.99v"	"2cd4p9h.99v"	"Sisymbrium altissimum L."	4	4	"Sisymbrium altissimum"				
"Sisymbrium officinale (L.) Scop."	"2cd4p9h.99x"	"2cd4p9h.99x"	"Sisymbrium officinale (L.) Scop."	7	7	"Sisymbrium officinale"				
"Sisymbrium orientale L."	"2cd4p9h.99y"	"2cd4p9h.99y"	"Sisymbrium orientale L."	5	5	"Sisymbrium orientale"				
"Sium latifolium L."	"2cd4p9h.99z"	"2cd4p9h.99z"	"Sium latifolium L."	7	7	"Sium latifolium"				
"Sorbus devoniensis E.F.Warb."	"2cd4p9h.9a5"	"2cd4p9h.9a5"	"Sorbus devoniensis E.F.Warb."	5	5	"Sorbus devoniensis"				
"Sorbus porrigentiformis E.F.Warb."	"2cd4p9h.9ab"	"2cd4p9h.9ab"	"Sorbus porrigentiformis E.F.Warb."	5	5	"Sorbus porrigentiformis"				
"Spartina maritima (Curtis) Fernald"	"2cd4p9h.9ak"	"2cd4p9h.9ak"	"Spartina maritima (Curtis) Fernald"	5	5	"Spartina maritima"				
"Spergularia marina (L.) Griseb."	"2cd4p9h.9aq"	"2cd4p9h.9aq"	"Spergularia marina (L.) Griseb."	6	6	"Spergularia marina"				
"Symphytum tuberosum L."	"2cd4p9h.9at"	"2cd4p9h.9at"	"Symphytum tuberosum L."	6	6	"Symphytum tuberosum"				
"Tanacetum vulgare L."	"2cd4p9h.9b1"	"2cd4p9h.9b1"	"Tanacetum vulgare L."	7	7	"Tanacetum vulgare"				
"Taxus baccata L."	"2cd4p9h.9b7"	"2cd4p9h.9b7"	"Taxus baccata L."	5	5	"Taxus baccata"				
"Thalictrum alpinum L."	"2cd4p9h.9bg"	"2cd4p9h.9bg"	"Thalictrum alpinum L."	3	3	"Thalictrum alpinum"				
"Trifolium incarnatum L. subsp. incarnatum"	"2cd4p9h.9bw"	"2cd4p9h.9bw"	"Trifolium incarnatum L. subsp. incarnatum"	5	5	"Trifolium incarnatum subsp. incarnatum"				
"Typha latifolia L."	"2cd4p9h.9bp"	"2cd4p9h.9bp"	"Typha latifolia L."	7	7	"Typha latifolia"				
"Urtica dioica L."	"2cd4p9h.9c0"	"2cd4p9h.9c0"	"Urtica dioica L."	8	8	"Urtica dioica"				
"Verbascum pulverulentum Vill."	"2cd4p9h.9c6"	"2cd4p9h.9c6"	"Verbascum pulverulentum Vill."	5	5	"Verbascum pulverulentum"				
"Veronica anagallis-aquatica L."	"2cd4p9h.9c9"	"2cd4p9h.9c9"	"Veronica anagallis-aquatica L."	7	7	"Veronica anagallis-aquatica"				
"Veronica scutellata L."	"2cd4p9h.9cc"	"2cd4p9h.9cc"	"Veronica scutellata L."	3	3	"Veronica scutellata"				
"Vicia bithynica (L.) L."	"2cd4p9h.9cx"	"2cd4p9h.9cx"	"Vicia bithynica (L.) L."	4	4	"Vicia bithynica"				
"Viola arvensis Murray"	"2cd4p9h.9cr"	"2cd4p9h.9cr"	"Viola arvensis Murray"	6	6	"Viola arvensis"				
"Viola canina L."	"2cd4p9h.9cz"	"2cd4p9h.9cz"	"Viola canina L."	2	2	"Viola canina"				
"Viola hirta L."	"2cd4p9h.9d2"	"2cd4p9h.9d2"	"Viola hirta L."	2	2	"Viola hirta"				
"Vulpia fasciculata (Forssk.) Fritsch"	"2cd4p9h.9d5"	"2cd4p9h.9d5"	"Vulpia fasciculata (Forssk.) Fritsch"	2	2	"Vulpia fasciculata"				
"Alchemilla mollis (Buser) Rothm."	"2cd4p9h.9db"	"2cd4p9h.9db"	"Alchemilla mollis (Buser) Rothm."	6	6	"Alchemilla mollis"				
"Hypericum canadense L."	"2cd4p9h.9de"	"2cd4p9h.9de"	"Hypericum canadense L."	2	2	"Hypericum canadense"				
"Eleocharis austriaca Hayek"	"2cd4p9h.9dh"	"2cd4p9h.7mm1kv"	"Eleocharis austriaca Hayek"	5	5	"Eleocharis austriaca"				
"Spartina anglica C.E.Hubb."	"2cd4p9h.9dk"	"2cd4p9h.9dk"	"Spartina anglica C.E.Hubb."	6	6	"Spartina anglica"				
"Larix decidua x kaempferi = L. x marschlinsii Coaz"	"2cd4p9h.9dn"	"2cd4p9h.9dn"	"Larix decidua x kaempferi = L. x marschlinsii Coaz"	3	3	"Larix decidua x kaempferi = L. x marschlinsii"				
"Disphyma crassifolium (L.) L.Bolus"	"2cd4p9h.9f3"	"2cd4p9h.9f3"	"Disphyma crassifolium (L.) L.Bolus"	5	5	"Disphyma crassifolium"				
"Laurus nobilis L."	"2cd4p9h.9ff"	"2cd4p9h.9ff"	"Laurus nobilis L."	6	6	"Laurus nobilis"				
"Tellima grandiflora (Pursh) Douglas ex Lindl."	"2cd4p9h.9fx"	"2cd4p9h.9fx"	"Tellima grandiflora (Pursh) Douglas ex Lindl."	4	4	"Tellima grandiflora"				
"Vicia sativa L."	"2cd4p9h.9gb"	"2cd4p9h.9gb"	"Vicia sativa L."	4	4	"Vicia sativa"				
"Limonium britannicum Ingr."	"2cd4p9h.9ge"	"2cd4p9h.9ge"	"Limonium britannicum Ingr."	5	5	"Limonium britannicum"				
"Cotoneaster bullatus Bois"	"2cd4p9h.9xy"	"2cd4p9h.9xy"	"Cotoneaster bullatus Bois"	4	4	"Cotoneaster bullatus"				
"Euphorbia esula x waldsteinii = E. x pseudovirgata (Schur) Soó"	"2cd4p9h.9mh"	"2cd4p9h.9mh"	"Euphorbia esula x waldsteinii = E. x pseudovirgata (Schur) Soó"	5	5	"Euphorbia esula x waldsteinii = E. x pseudovirgata"				
"Pilosella flagellaris (Willd.) P.D.Sell & C.West"	"2cd4p9h.9n1"	"2cd4p9h.9n1"	"Pilosella flagellaris (Willd.) P.D.Sell & C.West"	4	4	"Pilosella flagellaris"				
"Cotoneaster microphyllus agg."	"2cd4p9h.9q4"	"2cd4p9h.9q4"	"Cotoneaster microphyllus agg."	4	4	"Cotoneaster microphyllus"	"agg."			
"Erophila glabrescens Jord."	"2cd4p9h.a6k"	"2cd4p9h.a6k"	"Erophila glabrescens Jord."	3	3	"Erophila glabrescens"				
"Camelina sativa (L.) Crantz"	"2cd4p9h.a6t"	"2cd4p9h.a6t"	"Camelina sativa (L.) Crantz"	6	6	"Camelina sativa"				
"Solanum tuberosum L."	"2cd4p9h.a71"	"2cd4p9h.a71"	"Solanum tuberosum L."	7	7	"Solanum tuberosum"				
"Triticum aestivum L."	"2cd4p9h.a77"	"2cd4p9h.a77"	"Triticum aestivum L."	7	7	"Triticum aestivum"				
"Panicum miliaceum L."	"2cd4p9h.a8c"	"2cd4p9h.a8c"	"Panicum miliaceum L."	6	6	"Panicum miliaceum"				
"Medicago sativa L."	"2cd4p9h.awd"	"2cd4p9h.awd"	"Medicago sativa L."	5	5	"Medicago sativa"				
"Hordeum vulgare L."	"2cd4p9h.az8"	"2cd4p9h.az8"	"Hordeum vulgare L."	7	7	"Hordeum vulgare"				
"Maianthemum bifolium (L.) F.W.Schmidt"	"2cd4p9h.b5k"	"2cd4p9h.b5k"	"Maianthemum bifolium (L.) F.W.Schmidt"	3	3	"Maianthemum bifolium"				
"Koeleria vallesiana (Honck.) Gaudin"	"2cd4p9h.b5n"	"2cd4p9h.b5n"	"Koeleria vallesiana (Honck.) Gaudin"	1	1	"Koeleria vallesiana"				
"Pyrola rotundifolia L."	"2cd4p9h.b5q"	"2cd4p9h.b5q"	"Pyrola rotundifolia L."	3	3	"Pyrola rotundifolia"				
"Alchemilla micans Buser"	"2cd4p9h.b76"	"2cd4p9h.b76"	"Alchemilla micans Buser"	5	5	"Alchemilla micans"				
"Veronica praecox All."	"2cd4p9h.bcg"	"2cd4p9h.bcg"	"Veronica praecox All."	1	1	"Veronica praecox"				
"Sorbus arranensis Hedl."	"2cd4p9h.bcw"	"2cd4p9h.bcw"	"Sorbus arranensis Hedl."	3	3	"Sorbus arranensis"				
"Exaculum pusillum (Lam.) Caruel"	"2cd4p9h.bgx"	"2cd4p9h.bgx"	"Exaculum pusillum (Lam.) Caruel"	2	2	"Exaculum pusillum"				
"Cystopteris dickieana R.Sim"	"2cd4p9h.bh5"	"2cd4p9h.bh5"	"Cystopteris dickieana R.Sim"	2	2	"Cystopteris dickieana"				
"Asplenium obovatum Viv."	"2cd4p9h.bhe"	"2cd4p9h.bhe"	"Asplenium obovatum Viv."	3	3	"Asplenium obovatum"				
"Asplenium septentrionale (L.) Hoffm."	"2cd4p9h.bhh"	"2cd4p9h.bhh"	"Asplenium septentrionale (L.) Hoffm."	2	2	"Asplenium septentrionale"				
"Athyrium distentifolium Tausch ex Opiz"	"2cd4p9h.bhk"	"2cd4p9h.bhk"	"Athyrium distentifolium Tausch ex Opiz"	4	4	"Athyrium distentifolium"				
"Dryopteris dilatata (Hoffm.) A.Gray"	"2cd4p9h.bhn"	"2cd4p9h.bhn"	"Dryopteris dilatata (Hoffm.) A.Gray"	5	5	"Dryopteris dilatata"				
"Dryopteris affinis (Lowe) Fraser-Jenk. s.s."	"2cd4p9h.bhq"	"2cd4p9h.bhq"	"Dryopteris affinis (Lowe) Fraser-Jenk. s.s."	5	5	"Dryopteris affinis"	"s.s."			
"Dryopteris cristata (L.) A.Gray"	"2cd4p9h.bht"	"2cd4p9h.bht"	"Dryopteris cristata (L.) A.Gray"	4	4	"Dryopteris cristata"				
